2020080522001447411433100726	,acae352c10c94f45a59b6b343c66973d	,2020-08-05 19:50:01 ,2020-08-05 19:50:02 ,2020-08-05 19:50:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,14.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080522001447411432435177	,20080570065170578107	,2020-08-05 19:41:49 ,2020-08-05 19:41:50 ,2020-08-05 19:41:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,阿拉丁麻辣烫(中原麻辣烫必吃店)外卖订单,18.54   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200805009130125000410005686183	,20200805200040011100020076663591	,2020-08-05 13:21:29 ,2020-08-05 13:21:29 ,2020-08-05 13:21:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,50.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200805200040011100020076663591	,                    	,2020-08-05 13:21:25 ,2020-08-05 13:21:28 ,2020-08-05 13:21:28 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,50.00   ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020080422001447411431394979	,20080470064249809307	,2020-08-04 15:48:42 ,2020-08-04 15:48:42 ,2020-08-04 15:48:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,湊湊火锅.茶憩（上海合生汇店）外卖订单 ,101.30  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080422001447411431112604	,226454518544        	,2020-08-04 09:35:49 ,2020-08-04 09:35:50 ,2020-08-04 09:35:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,9.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080422001447411429994506	,148067701616450fa9a645f666d0f968	,2020-08-04 09:32:18 ,2020-08-04 09:32:19 ,2020-08-04 09:32:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,25.68   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200804382299176411 	,                    	,2020-08-04 02:30:54 ,                    ,2020-08-04 02:30:54 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.03-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020080322001447411430229121	,20080330416417726207	,2020-08-03 22:21:53 ,2020-08-03 22:21:53 ,2020-08-03 22:21:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,21.61   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080322001147411430738150	,T200P1159994946422833850	,2020-08-03 22:08:55 ,2020-08-03 22:08:58 ,2020-08-06 08:28:43 ,淘宝        ,支付宝担保交易         ,neiwai内外官方旗舰店   ,【李佳琦推荐】NEIWAI内外零敏*罗纹三角杯小胸内衣女无钢圈文胸,139.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080322001447411431067576	,210_202008036830142801445584	,2020-08-03 21:25:18 ,2020-08-03 21:25:19 ,2020-08-03 21:25:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-仇师傅            ,14.87   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080322001447411430357535	,226324725644        	,2020-08-03 14:24:56 ,2020-08-03 14:24:57 ,2020-08-03 14:24:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,7.10    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080322001447411430038943	,226276454444        	,2020-08-03 10:21:38 ,2020-08-03 10:21:38 ,2020-08-03 10:21:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,10.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200803376242160411 	,                    	,2020-08-03 02:20:32 ,                    ,2020-08-03 02:20:32 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.02-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020080222001447411429598027	,20080270062823569707	,2020-08-02 19:59:53 ,2020-08-02 19:59:54 ,2020-08-02 19:59:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,果之满满鲜榨果汁(五角场万达店)外卖订单,38.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080222001447411429845999	,134407430120200802155902618	,2020-08-02 15:59:03 ,2020-08-02 15:59:03 ,2020-08-02 15:59:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海新兰房地产开发有限公司   ,ajidou(000001N4F3701),119.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200802366801215411 	,                    	,2020-08-02 02:18:12 ,                    ,2020-08-02 02:18:12 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.01-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200801009130193000410001794388	,20200801001100121100414788721352	,2020-08-01 16:26:30 ,2020-08-01 16:26:32 ,2020-08-01 16:26:32 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020080122001447411429481638	,339122P386191323019461632	,2020-08-01 16:26:26 ,2020-08-01 16:26:27 ,2020-08-01 16:26:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纂赢商和（上海）企业发展有限公司,成都你六姐（城市集市合生汇店）-消费  ,47.07   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080122001447411429552883	,20200801040510828541461	,2020-08-01 16:06:08 ,2020-08-01 16:06:09 ,2020-08-01 16:06:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,街电充电宝               ,4.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200801009130193000410001785430	,20200801001100121100414788579602	,2020-08-01 12:03:50 ,2020-08-01 12:03:53 ,2020-08-01 12:03:53 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020080122001447411428948682	,891266000049360000200801120345000037	,2020-08-01 12:03:45 ,2020-08-01 12:03:46 ,2020-08-01 12:03:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,点叶Teayee        ,大红袍牛乳               ,23.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200801200040011100410060476884	,                    	,2020-08-01 11:57:46 ,2020-08-01 11:57:49 ,2020-08-01 11:57:49 ,支付宝网站     ,即时到账交易          ,岩岩(*杰)          ,转账                  ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20200801009130193000410001635551	,20200801001100121100414788470012	,2020-08-01 10:02:18 ,2020-08-01 10:02:20 ,2020-08-01 10:02:21 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020080122001447411429197840	,20080170061303100307	,2020-08-01 10:02:16 ,2020-08-01 10:02:16 ,2020-08-01 10:02:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,弄堂食尚(健康大饼油条店)外卖订单   ,27.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200801009130193000410001526735	,20200801001100121100414788425335	,2020-08-01 08:29:05 ,2020-08-01 08:29:07 ,2020-08-01 08:29:07 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020080122001147411429115324	,T150P1154764865528833850	,2020-08-01 08:28:50 ,2020-08-01 08:28:57 ,2020-08-01 08:28:58 ,淘宝        ,支付宝担保交易         ,淘票票-淘出好时光       ,《风声》中影国际影城（上海合生汇店）电影票,42.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200801360759012411 	,                    	,2020-08-01 02:19:54 ,                    ,2020-08-01 02:19:54 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.31-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200731009130193000410001183947	,20200731001100121100414788261074	,2020-07-31 22:59:03 ,2020-07-31 22:59:05 ,2020-07-31 22:59:05 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020073122001147411429041016	,T200P1154715139468833850	,2020-07-31 22:58:30 ,2020-07-31 22:59:01 ,2020-08-02 18:41:24 ,淘宝        ,支付宝担保交易         ,冈本旗舰店           ,冈本避孕套SKIN系列纯3片进口安全套套,9.40    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200731009130193000410001106010	,20200731001100121100414788196789	,2020-07-31 21:10:57 ,2020-07-31 21:10:59 ,2020-07-31 21:10:59 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020073122001147411428966830	,T150P1154542915507833850	,2020-07-31 21:10:47 ,2020-07-31 21:10:55 ,2020-07-31 21:10:56 ,淘宝        ,支付宝担保交易         ,淘票票-淘出好时光       ,《乔乔的异想世界》中影国际影城（上海合生汇店）电影票,32.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200731009130193000410001150666	,20200731001100121100414788190521	,2020-07-31 20:53:39 ,2020-07-31 20:53:42 ,2020-07-31 20:53:42 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020073122001447411429033199	,20073170061104989407	,2020-07-31 20:53:36 ,2020-07-31 20:53:36 ,2020-07-31 20:53:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,超级鸡车(市光路店)外卖订单      ,53.77   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200731009130193000410001077614	,20200731001100121100414788171473	,2020-07-31 20:15:18 ,2020-07-31 20:15:20 ,2020-07-31 20:15:20 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020073122001447411429240184	,2aafee36d33f4065a266d1f4839220d4	,2020-07-31 20:15:10 ,2020-07-31 20:15:11 ,2020-07-31 20:15:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.34   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200731009130193000410000983551	,20200731001100121100414787995058	,2020-07-31 15:25:33 ,2020-07-31 15:25:35 ,2020-07-31 15:25:35 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020073122001447411428938684	,225892428344        	,2020-07-31 15:25:30 ,2020-07-31 15:25:31 ,2020-07-31 15:25:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200731009130193000410000509481	,20200731001100121100414787801453	,2020-07-31 09:44:31 ,2020-07-31 09:44:34 ,2020-07-31 09:44:34 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020073122001447411428866092	,MW01596159863786002314	,2020-07-31 09:44:26 ,2020-07-31 09:44:26 ,2020-07-31 09:44:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-ELEVEn(国通店)   ,7-11上海国通店           ,10.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200731358909522411 	,                    	,2020-07-31 02:27:19 ,                    ,2020-07-31 02:27:19 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.30-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
